Ticker,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
META,2025-11-17 09:30:00-05:00,609.03,611.69,603.14,607.4,2585815,0.0,0.0
META,2025-11-17 10:30:00-05:00,607.3,608.48,603.66,606.3,1127617,0.0,0.0
META,2025-11-17 11:30:00-05:00,606.25,608.82,605.77,606.85,848823,0.0,0.0
META,2025-11-17 12:30:00-05:00,606.8,607.33,602.85,604.45,1142893,0.0,0.0
META,2025-11-17 13:30:00-05:00,604.5,606.4,599.04,600.15,1256188,0.0,0.0
META,2025-11-17 14:30:00-05:00,600.16,600.61,595.4,596.95,1772924,0.0,0.0
META,2025-11-17 15:30:00-05:00,597.0,602.05,596.27,601.84,1550945,0.0,0.0
META,2025-11-18 09:30:00-05:00,591.6,597.67,583.78,586.82,5324154,0.0,0.0
META,2025-11-18 10:30:00-05:00,586.77,594.35,584.87,592.77,2462385,0.0,0.0
META,2025-11-18 11:30:00-05:00,592.8,594.4,588.32,588.56,1678701,0.0,0.0
META,2025-11-18 12:30:00-05:00,588.54,599.43,587.24,594.79,2253849,0.0,0.0
META,2025-11-18 13:30:00-05:00,594.84,601.0,594.78,599.33,1450629,0.0,0.0
META,2025-11-18 14:30:00-05:00,599.22,603.66,598.59,601.48,1704247,0.0,0.0
META,2025-11-18 15:30:00-05:00,601.56,601.73,597.53,597.6,7902239,0.0,0.0
META,2025-11-19 09:30:00-05:00,593.72,595.31,587.42,592.8,3583289,0.0,0.0
META,2025-11-19 10:30:00-05:00,592.79,593.12,586.33,587.45,2335402,0.0,0.0
META,2025-11-19 11:30:00-05:00,587.49,589.55,582.58,584.08,2300509,0.0,0.0
META,2025-11-19 12:30:00-05:00,584.11,584.99,581.29,583.17,2018061,0.0,0.0
META,2025-11-19 13:30:00-05:00,583.21,586.75,583.03,584.12,1466787,0.0,0.0
META,2025-11-19 14:30:00-05:00,584.03,587.66,582.99,586.6,2277846,0.0,0.0
META,2025-11-19 15:30:00-05:00,586.67,590.69,585.86,590.26,1820451,0.0,0.0
META,2025-11-20 09:30:00-05:00,602.95,606.72,596.89,602.34,4099749,0.0,0.0
META,2025-11-20 10:30:00-05:00,602.33,603.26,592.83,593.7,1770337,0.0,0.0
META,2025-11-20 11:30:00-05:00,593.61,594.96,585.12,587.43,1796868,0.0,0.0
META,2025-11-20 12:30:00-05:00,587.25,590.5,583.48,589.36,1466496,0.0,0.0
META,2025-11-20 13:30:00-05:00,589.29,589.87,583.35,586.58,1056949,0.0,0.0
META,2025-11-20 14:30:00-05:00,586.43,590.68,584.36,588.6,1248678,0.0,0.0
META,2025-11-20 15:30:00-05:00,588.6,589.86,584.3,589.2,1711709,0.0,0.0
META,2025-11-21 09:30:00-05:00,588.5,596.0,584.93,585.12,3693066,0.0,0.0
META,2025-11-21 10:30:00-05:00,585.12,587.91,581.86,587.74,2007970,0.0,0.0
META,2025-11-21 11:30:00-05:00,587.8,593.91,586.41,592.98,1489299,0.0,0.0
META,2025-11-21 12:30:00-05:00,593.0,595.0,589.07,591.62,1093645,0.0,0.0
META,2025-11-21 13:30:00-05:00,591.53,598.12,591.18,597.55,1107144,0.0,0.0
META,2025-11-21 14:30:00-05:00,597.53,597.74,594.01,594.07,1133638,0.0,0.0
META,2025-11-21 15:30:00-05:00,594.05,596.09,593.26,594.47,1341529,0.0,0.0
AAPL,2025-11-17 09:30:00-05:00,268.72,270.49,267.0,269.28,8509806,0.0,0.0
AAPL,2025-11-17 10:30:00-05:00,269.23,269.39,266.65,267.88,3379761,0.0,0.0
AAPL,2025-11-17 11:30:00-05:00,267.85,269.55,267.82,268.92,2089997,0.0,0.0
AAPL,2025-11-17 12:30:00-05:00,268.94,269.35,267.44,267.78,1923442,0.0,0.0
AAPL,2025-11-17 13:30:00-05:00,267.77,268.34,266.86,267.29,2030991,0.0,0.0
AAPL,2025-11-17 14:30:00-05:00,267.3,267.38,265.73,266.44,2737988,0.0,0.0
AAPL,2025-11-17 15:30:00-05:00,266.44,267.58,266.19,267.46,3487816,0.0,0.0
AAPL,2025-11-18 09:30:00-05:00,269.92,270.7,265.32,267.65,8219985,0.0,0.0
AAPL,2025-11-18 10:30:00-05:00,267.67,268.12,266.03,267.84,3521812,0.0,0.0
AAPL,2025-11-18 11:30:00-05:00,267.84,268.34,267.14,267.17,2742457,0.0,0.0
AAPL,2025-11-18 12:30:00-05:00,267.16,268.93,266.43,268.45,2282519,0.0,0.0
AAPL,2025-11-18 13:30:00-05:00,268.45,269.22,267.96,268.03,2176560,0.0,0.0
AAPL,2025-11-18 14:30:00-05:00,268.05,268.92,267.68,268.28,2115137,0.0,0.0
AAPL,2025-11-18 15:30:00-05:00,268.3,268.43,267.33,267.51,3127789,0.0,0.0
AAPL,2025-11-19 09:30:00-05:00,265.52,272.21,265.5,271.85,6778562,0.0,0.0
AAPL,2025-11-19 10:30:00-05:00,271.85,272.01,269.32,269.73,2792346,0.0,0.0
AAPL,2025-11-19 11:30:00-05:00,269.75,270.65,269.53,270.4,2001030,0.0,0.0
AAPL,2025-11-19 12:30:00-05:00,270.46,271.31,269.62,270.03,2049762,0.0,0.0
AAPL,2025-11-19 13:30:00-05:00,270.01,271.01,269.63,269.67,1644126,0.0,0.0
AAPL,2025-11-19 14:30:00-05:00,269.67,270.73,269.17,270.04,2137859,0.0,0.0
AAPL,2025-11-19 15:30:00-05:00,270.0,270.33,268.14,268.57,3516625,0.0,0.0
AAPL,2025-11-20 09:30:00-05:00,270.81,275.43,270.81,273.9,7869887,0.0,0.0
AAPL,2025-11-20 10:30:00-05:00,273.91,274.73,271.62,271.78,2856925,0.0,0.0
AAPL,2025-11-20 11:30:00-05:00,271.78,271.78,268.05,268.94,4056106,0.0,0.0
AAPL,2025-11-20 12:30:00-05:00,268.87,269.25,267.02,268.81,2981937,0.0,0.0
AAPL,2025-11-20 13:30:00-05:00,268.79,268.93,266.36,267.8,2392389,0.0,0.0
AAPL,2025-11-20 14:30:00-05:00,267.78,267.91,267.0,267.32,2094448,0.0,0.0
AAPL,2025-11-20 15:30:00-05:00,267.32,267.58,265.92,266.38,3489586,0.0,0.0
AAPL,2025-11-21 09:30:00-05:00,265.88,270.45,265.82,269.85,10658658,0.0,0.0
AAPL,2025-11-21 10:30:00-05:00,269.79,271.47,269.22,270.9,4761138,0.0,0.0
AAPL,2025-11-21 11:30:00-05:00,270.89,271.12,269.81,270.55,2949033,0.0,0.0
AAPL,2025-11-21 12:30:00-05:00,270.63,271.6,270.2,270.98,2023820,0.0,0.0
AAPL,2025-11-21 13:30:00-05:00,270.98,273.32,270.86,272.61,3562846,0.0,0.0
AAPL,2025-11-21 14:30:00-05:00,272.58,273.28,271.35,271.37,3135966,0.0,0.0
AAPL,2025-11-21 15:30:00-05:00,271.35,272.13,270.59,271.49,18794685,0.0,0.0
AMZN,2025-11-17 09:30:00-05:00,232.95,234.6,229.6,230.73,11162624,0.0,0.0
AMZN,2025-11-17 10:30:00-05:00,230.7,232.5,229.19,232.42,6793002,0.0,0.0
AMZN,2025-11-17 11:30:00-05:00,232.45,233.82,231.0,233.52,4128759,0.0,0.0
AMZN,2025-11-17 12:30:00-05:00,233.52,234.03,231.86,232.0,2375447,0.0,0.0
AMZN,2025-11-17 13:30:00-05:00,231.99,232.77,230.54,231.4,2231460,0.0,0.0
AMZN,2025-11-17 14:30:00-05:00,231.39,231.69,230.38,231.66,2412376,0.0,0.0
AMZN,2025-11-17 15:30:00-05:00,231.69,233.01,231.69,232.89,2731459,0.0,0.0
AMZN,2025-11-18 09:30:00-05:00,228.12,230.2,222.6,225.52,13352762,0.0,0.0
AMZN,2025-11-18 10:30:00-05:00,225.49,226.6,223.6,226.26,4801911,0.0,0.0
AMZN,2025-11-18 11:30:00-05:00,226.25,226.52,222.71,222.81,4671663,0.0,0.0
AMZN,2025-11-18 12:30:00-05:00,222.8,224.99,222.42,223.65,4259910,0.0,0.0
AMZN,2025-11-18 13:30:00-05:00,223.65,225.74,223.62,225.2,3149853,0.0,0.0
AMZN,2025-11-18 14:30:00-05:00,225.22,226.5,223.86,224.17,3730646,0.0,0.0
AMZN,2025-11-18 15:30:00-05:00,224.15,224.28,222.47,222.55,4512476,0.0,0.0
AMZN,2025-11-19 09:30:00-05:00,223.74,223.74,218.53,220.59,12848589,0.0,0.0
AMZN,2025-11-19 10:30:00-05:00,220.6,222.26,219.72,222.06,5078015,0.0,0.0
AMZN,2025-11-19 11:30:00-05:00,222.04,222.9,221.02,221.78,3604178,0.0,0.0
AMZN,2025-11-19 12:30:00-05:00,221.75,221.77,219.78,220.59,3363749,0.0,0.0
AMZN,2025-11-19 13:30:00-05:00,220.59,222.04,220.5,220.7,2288970,0.0,0.0
AMZN,2025-11-19 14:30:00-05:00,220.68,223.02,220.66,222.68,2452266,0.0,0.0
AMZN,2025-11-19 15:30:00-05:00,222.67,223.25,221.79,222.69,3321295,0.0,0.0
AMZN,2025-11-20 09:30:00-05:00,227.14,227.18,224.76,226.41,8016557,0.0,0.0
AMZN,2025-11-20 10:30:00-05:00,226.42,227.41,223.23,223.74,4194011,0.0,0.0
AMZN,2025-11-20 11:30:00-05:00,223.59,224.18,219.3,219.46,5394259,0.0,0.0
AMZN,2025-11-20 12:30:00-05:00,219.46,220.69,218.22,219.83,3824849,0.0,0.0
AMZN,2025-11-20 13:30:00-05:00,219.82,219.98,218.2,219.57,2860937,0.0,0.0
AMZN,2025-11-20 14:30:00-05:00,219.57,220.0,218.75,219.07,2569420,0.0,0.0
AMZN,2025-11-20 15:30:00-05:00,219.05,219.27,216.74,217.15,4524725,0.0,0.0
AMZN,2025-11-21 09:30:00-05:00,216.38,217.91,215.27,216.26,11194304,0.0,0.0
AMZN,2025-11-21 10:30:00-05:00,216.27,218.61,215.25,218.57,6341071,0.0,0.0
AMZN,2025-11-21 11:30:00-05:00,218.57,220.72,216.91,219.64,6048938,0.0,0.0
AMZN,2025-11-21 12:30:00-05:00,219.75,220.09,218.01,218.72,3049149,0.0,0.0
AMZN,2025-11-21 13:30:00-05:00,218.71,222.1,218.59,222.05,3506398,0.0,0.0
AMZN,2025-11-21 14:30:00-05:00,222.07,222.2,220.18,220.18,3265276,0.0,0.0
AMZN,2025-11-21 15:30:00-05:00,220.14,221.32,219.89,220.65,4137911,0.0,0.0
NFLX,2025-11-17 09:30:00-05:00,110.78,111.85,110.07,111.03,4796429,0.0,10.0
NFLX,2025-11-17 10:30:00-05:00,111.03,111.37,109.63,110.37,2212014,0.0,0.0
NFLX,2025-11-17 11:30:00-05:00,110.37,111.47,110.31,111.21,1724155,0.0,0.0
NFLX,2025-11-17 12:30:00-05:00,111.23,111.29,110.4,110.59,997802,0.0,0.0
NFLX,2025-11-17 13:30:00-05:00,110.58,110.81,109.69,109.86,1393752,0.0,0.0
NFLX,2025-11-17 14:30:00-05:00,109.86,110.47,109.55,110.24,1543491,0.0,0.0
NFLX,2025-11-17 15:30:00-05:00,110.25,110.55,109.67,110.33,2103861,0.0,0.0
NFLX,2025-11-18 09:30:00-05:00,110.29,112.98,109.2,111.85,6586155,0.0,0.0
NFLX,2025-11-18 10:30:00-05:00,111.84,112.61,111.27,112.47,2823663,0.0,0.0
NFLX,2025-11-18 11:30:00-05:00,112.47,113.34,112.34,112.49,2699207,0.0,0.0
NFLX,2025-11-18 12:30:00-05:00,112.48,115.11,112.24,114.27,3973473,0.0,0.0
NFLX,2025-11-18 13:30:00-05:00,114.28,114.95,113.88,114.12,2568106,0.0,0.0
NFLX,2025-11-18 14:30:00-05:00,114.14,114.78,114.0,114.45,2438589,0.0,0.0
NFLX,2025-11-18 15:30:00-05:00,114.46,115.25,113.9,114.05,3953458,0.0,0.0
NFLX,2025-11-19 09:30:00-05:00,112.82,113.34,110.34,111.04,5734565,0.0,0.0
NFLX,2025-11-19 10:30:00-05:00,111.04,111.4,109.64,109.98,2780630,0.0,0.0
NFLX,2025-11-19 11:30:00-05:00,109.97,110.21,109.37,109.68,1872787,0.0,0.0
NFLX,2025-11-19 12:30:00-05:00,109.68,109.78,108.61,108.79,2032322,0.0,0.0
NFLX,2025-11-19 13:30:00-05:00,108.78,109.82,108.75,109.38,1504416,0.0,0.0
NFLX,2025-11-19 14:30:00-05:00,109.37,110.38,109.16,110.17,1717415,0.0,0.0
NFLX,2025-11-19 15:30:00-05:00,110.18,110.54,109.9,109.97,2392185,0.0,0.0
NFLX,2025-11-20 09:30:00-05:00,110.98,111.1,107.84,109.17,5888910,0.0,0.0
NFLX,2025-11-20 10:30:00-05:00,109.16,109.87,108.13,108.32,3127305,0.0,0.0
NFLX,2025-11-20 11:30:00-05:00,108.29,108.5,106.59,107.44,3165668,0.0,0.0
NFLX,2025-11-20 12:30:00-05:00,107.44,107.57,106.55,107.17,2154562,0.0,0.0
NFLX,2025-11-20 13:30:00-05:00,107.13,107.25,106.02,106.64,1881617,0.0,0.0
NFLX,2025-11-20 14:30:00-05:00,106.63,106.86,106.09,106.39,1980984,0.0,0.0
NFLX,2025-11-20 15:30:00-05:00,106.38,106.53,105.39,105.66,2898497,0.0,0.0
NFLX,2025-11-21 09:30:00-05:00,105.0,106.53,104.4,105.89,5084200,0.0,0.0
NFLX,2025-11-21 10:30:00-05:00,105.89,106.0,104.82,105.24,2461936,0.0,0.0
NFLX,2025-11-21 11:30:00-05:00,105.24,105.54,104.96,105.22,2552825,0.0,0.0
NFLX,2025-11-21 12:30:00-05:00,105.21,105.69,104.8,104.94,1815537,0.0,0.0
NFLX,2025-11-21 13:30:00-05:00,104.93,105.65,104.82,105.29,2501464,0.0,0.0
NFLX,2025-11-21 14:30:00-05:00,105.28,105.46,104.79,104.93,2592012,0.0,0.0
NFLX,2025-11-21 15:30:00-05:00,104.92,105.04,103.81,104.35,4721730,0.0,0.0
GOOG,2025-11-17 09:30:00-05:00,286.14,294.5,285.66,290.9,9825496,0.0,0.0
GOOG,2025-11-17 10:30:00-05:00,290.9,291.53,287.43,288.45,2897454,0.0,0.0
GOOG,2025-11-17 11:30:00-05:00,288.47,290.36,288.3,289.01,2043947,0.0,0.0
GOOG,2025-11-17 12:30:00-05:00,289.08,289.16,285.88,286.3,1735483,0.0,0.0
GOOG,2025-11-17 13:30:00-05:00,286.29,287.42,284.78,285.62,1551909,0.0,0.0
GOOG,2025-11-17 14:30:00-05:00,285.6,285.64,284.23,285.31,1789662,0.0,0.0
GOOG,2025-11-17 15:30:00-05:00,285.34,286.22,284.96,285.6,1769940,0.0,0.0
GOOG,2025-11-18 09:30:00-05:00,288.4,288.91,280.07,282.33,5737756,0.0,0.0
GOOG,2025-11-18 10:30:00-05:00,282.36,286.82,279.01,286.82,2999708,0.0,0.0
GOOG,2025-11-18 11:30:00-05:00,286.77,287.95,284.28,284.89,2383926,0.0,0.0
GOOG,2025-11-18 12:30:00-05:00,284.86,289.13,284.16,288.31,1921670,0.0,0.0
GOOG,2025-11-18 13:30:00-05:00,288.38,289.43,287.54,288.14,1664236,0.0,0.0
GOOG,2025-11-18 14:30:00-05:00,288.17,289.31,286.57,287.3,1644483,0.0,0.0
GOOG,2025-11-18 15:30:00-05:00,287.28,287.57,284.78,284.9,2126294,0.0,0.0
GOOG,2025-11-19 09:30:00-05:00,287.74,304.25,287.67,301.67,11819531,0.0,0.0
GOOG,2025-11-19 10:30:00-05:00,301.61,301.93,296.03,296.53,4581886,0.0,0.0
GOOG,2025-11-19 11:30:00-05:00,296.57,296.79,293.43,294.46,3072589,0.0,0.0
GOOG,2025-11-19 12:30:00-05:00,294.46,295.28,292.8,293.32,2499806,0.0,0.0
GOOG,2025-11-19 13:30:00-05:00,293.28,295.06,293.06,294.11,1705740,0.0,0.0
GOOG,2025-11-19 14:30:00-05:00,294.03,296.44,293.4,295.72,1729934,0.0,0.0
GOOG,2025-11-19 15:30:00-05:00,295.76,296.58,292.98,293.0,3477767,0.0,0.0
GOOG,2025-11-20 09:30:00-05:00,304.67,305.54,300.19,304.82,7757273,0.0,0.0
GOOG,2025-11-20 10:30:00-05:00,304.81,306.89,299.92,300.28,3630221,0.0,0.0
GOOG,2025-11-20 11:30:00-05:00,300.15,300.5,293.33,295.27,3672872,0.0,0.0
GOOG,2025-11-20 12:30:00-05:00,295.19,296.8,291.6,295.62,2720625,0.0,0.0
GOOG,2025-11-20 13:30:00-05:00,295.57,296.02,290.92,292.79,2175912,0.0,0.0
GOOG,2025-11-20 14:30:00-05:00,292.67,293.55,291.21,292.05,1586231,0.0,0.0
GOOG,2025-11-20 15:30:00-05:00,292.06,292.39,289.17,290.06,2108176,0.0,0.0
GOOG,2025-11-21 09:30:00-05:00,297.29,301.92,295.56,296.76,9999227,0.0,0.0
GOOG,2025-11-21 10:30:00-05:00,296.74,301.83,294.36,300.33,4010585,0.0,0.0
GOOG,2025-11-21 11:30:00-05:00,300.34,300.38,295.66,296.49,2730646,0.0,0.0
GOOG,2025-11-21 12:30:00-05:00,296.58,298.18,295.83,297.29,1393147,0.0,0.0
GOOG,2025-11-21 13:30:00-05:00,297.26,303.96,297.07,302.66,3613249,0.0,0.0
GOOG,2025-11-21 14:30:00-05:00,302.65,302.92,299.95,299.95,2460119,0.0,0.0
GOOG,2025-11-21 15:30:00-05:00,299.93,301.44,298.81,299.66,3148283,0.0,0.0
